onset	duration	sample	type	value
0.0679997864435387	0	18	Markers	Stim-NOTshown
0.587998153364717	0	148	Markers	Stim-NOTshown
1.1079965202859	0	278	Markers	Stim-NOTshown
1.62799488720707	0	408	Markers	Stim-NOTshown
2.14799325412825	0	538	Markers	Stim-NOTshown
2.66799162104943	0	668	Markers	Stim-NOTshown
3.18798998797061	0	798	Markers	Stim-NOTshown
3.70798835489179	0	928	Markers	Stim-NOTshown
4.22798672181296	0	1058	Markers	Stim-NOTshown
4.74798508873414	0	1188	Markers	Stim-NOTshown
5.26798345565532	0	1318	Markers	Stim-NOTshown
5.7879818225765	0	1448	Markers	Stim-NOTshown
6.30798018949768	0	1578	Markers	Stim-NOTshown
6.82797855641886	0	1708	Markers	Stim-NOTshown
7.4759765213514	0	1870	Markers	Stim-NOTshown
7.99597488827258	0	2000	Markers	Stim-NOTshown
8.51597325519376	0	2130	Markers	Stim-NOTshown
9.03597162211494	0	2260	Markers	Stim-NOTshown
9.55596998903611	0	2390	Markers	Stim-NOTshown
10.0759683559573	0	2520	Markers	Stim-NOTshown
10.5159669741214	0	2630	Markers	BASE-START
10.5959667228785	0	2650	Markers	Stim-NOTshown
11.1159650897996	0	2780	Markers	Stim-NOTshown
11.6359634567208	0	2910	Markers	Stim-NOTshown
12.155961823642	0	3040	Markers	Stim-NOTshown
12.6759601905632	0	3170	Markers	Stim-NOTshown
13.1959585574844	0	3300	Markers	Stim-NOTshown
13.7119569369677	0	3429	Markers	Stim-NOTshown
14.2319553038889	0	3559	Markers	Stim-NOTshown
14.7559536582479	0	3690	Markers	Stim-NOTshown
15.2759520251691	0	3820	Markers	Stim-NOTshown
15.7919504046524	0	3949	Markers	Stim-NOTshown
16.3119487715736	0	4079	Markers	Stim-NOTshown
16.8319471384948	0	4209	Markers	Stim-NOTshown
17.3519455054159	0	4339	Markers	Stim-NOTshown
17.8719438723371	0	4469	Markers	Stim-NOTshown
18.3919422392583	0	4599	Markers	Stim-NOTshown
18.9119406061795	0	4729	Markers	Stim-NOTshown
19.4359389605385	0	4860	Markers	Stim-NOTshown
19.9559373274597	0	4990	Markers	Stim-NOTshown
20.4759356943809	0	5120	Markers	Stim-NOTshown
20.995934061302	0	5250	Markers	Stim-NOTshown
21.5159324282232	0	5380	Markers	Stim-NOTshown
22.0359307951444	0	5510	Markers	Stim-NOTshown
22.5559291620656	0	5640	Markers	Stim-NOTshown
23.0759275289867	0	5770	Markers	Stim-NOTshown
23.5959258959079	0	5900	Markers	Stim-NOTshown
24.1159242628291	0	6030	Markers	Stim-NOTshown
24.6359226297503	0	6160	Markers	Stim-NOTshown
25.1559209966715	0	6290	Markers	Stim-NOTshown
25.6759193635926	0	6420	Markers	Stim-NOTshown
26.1959177305138	0	6550	Markers	Stim-NOTshown
26.715916097435	0	6680	Markers	Stim-NOTshown
27.2359144643562	0	6810	Markers	Stim-NOTshown
27.7559128312774	0	6940	Markers	Stim-NOTshown
28.2759111981985	0	7070	Markers	Stim-NOTshown
28.7959095651197	0	7200	Markers	Stim-NOTshown
29.3159079320409	0	7330	Markers	Stim-NOTshown
29.8359062989621	0	7460	Markers	Stim-NOTshown
30.3559046658832	0	7590	Markers	Stim-NOTshown
30.8759030328044	0	7720	Markers	Stim-NOTshown
31.3719014750985	0	7844	Markers	BASE-END
31.3959013997256	0	7850	Markers	Stim-NOTshown
31.9158997666468	0	7980	Markers	Stim-NOTshown
32.435898133568	0	8110	Markers	Stim-NOTshown
32.9558965004891	0	8240	Markers	Stim-NOTshown
33.4758948674103	0	8370	Markers	Stim-NOTshown
33.9958932343315	0	8500	Markers	Stim-NOTshown
34.5158916012527	0	8630	Markers	Stim-NOTshown
35.0358899681738	0	8760	Markers	Stim-NOTshown
35.555888335095	0	8890	Markers	Stim-NOTshown
36.0758867020162	0	9020	Markers	Stim-NOTshown
36.5958850689374	0	9150	Markers	Stim-NOTshown
37.1158834358586	0	9280	Markers	Stim-NOTshown
37.6358818027797	0	9410	Markers	Stim-NOTshown
38.1518801822631	0	9539	Markers	Stim-NOTshown
38.6718785491842	0	9669	Markers	Stim-NOTshown
39.1918769161054	0	9799	Markers	Stim-NOTshown
39.7158752704645	0	9930	Markers	Stim-NOTshown
40.2318736499478	0	10059	Markers	Stim-NOTshown
40.7558720043068	0	10190	Markers	Stim-NOTshown
41.2718703837901	0	10319	Markers	Stim-NOTshown
41.7918687507113	0	10449	Markers	Stim-NOTshown
42.3118671176325	0	10579	Markers	Stim-NOTshown
42.8318654845537	0	10709	Markers	Stim-NOTshown
43.3518638514748	0	10839	Markers	Stim-NOTshown
43.871862218396	0	10969	Markers	Stim-NOTshown
44.3918605853172	0	11099	Markers	Stim-NOTshown
44.9118589522384	0	11229	Markers	Stim-NOTshown
45.4318573191596	0	11359	Markers	Stim-NOTshown
45.9518556860807	0	11489	Markers	Stim-NOTshown
46.4718540530019	0	11619	Markers	Stim-NOTshown
46.9918524199231	0	11749	Markers	Stim-NOTshown
47.5118507868443	0	11879	Markers	Stim-NOTshown
48.0318491537654	0	12009	Markers	Stim-NOTshown
48.5518475206866	0	12139	Markers	Stim-NOTshown
49.0718458876078	0	12269	Markers	Stim-NOTshown
49.591844254529	0	12399	Markers	Stim-NOTshown
50.1118426214502	0	12529	Markers	Stim-NOTshown
50.2238422697101	0	12557	Markers	BASE-START
50.6318409883713	0	12659	Markers	Stim-NOTshown
51.1518393552925	0	12789	Markers	Stim-NOTshown
51.6718377222137	0	12919	Markers	Stim-NOTshown
52.1918360891349	0	13049	Markers	Stim-NOTshown
52.7118344560561	0	13179	Markers	Stim-NOTshown
53.2278328355394	0	13308	Markers	Stim-NOTshown
53.7478312024606	0	13438	Markers	Stim-NOTshown
54.2678295693817	0	13568	Markers	Stim-NOTshown
54.7878279363029	0	13698	Markers	Stim-NOTshown
55.3078263032241	0	13828	Markers	Stim-NOTshown
55.8278246701453	0	13958	Markers	Stim-NOTshown
56.3478230370664	0	14088	Markers	Stim-NOTshown
56.8678214039876	0	14218	Markers	Stim-NOTshown
57.3878197709088	0	14348	Markers	Stim-NOTshown
57.90781813783	0	14478	Markers	Stim-NOTshown
58.4278165047512	0	14608	Markers	Stim-NOTshown
58.9478148716723	0	14738	Markers	Stim-NOTshown
59.4678132385935	0	14868	Markers	Stim-NOTshown
59.9878116055147	0	14998	Markers	Stim-NOTshown
60.5078099724359	0	15128	Markers	Stim-NOTshown
61.0238083519192	0	15257	Markers	Stim-NOTshown
61.5478067062782	0	15388	Markers	Stim-NOTshown
62.0638050857616	0	15517	Markers	Stim-NOTshown
62.5838034526827	0	15647	Markers	Stim-NOTshown
63.1038018196039	0	15777	Markers	Stim-NOTshown
63.6238001865251	0	15907	Markers	Stim-NOTshown
64.1437985534463	0	16037	Markers	Stim-NOTshown
64.6637969203674	0	16167	Markers	Stim-NOTshown
65.1837952872886	0	16297	Markers	Stim-NOTshown
65.7037936542098	0	16427	Markers	Stim-NOTshown
66.223792021131	0	16557	Markers	Stim-NOTshown
66.7437903880521	0	16687	Markers	Stim-NOTshown
67.2637887549733	0	16817	Markers	Stim-NOTshown
67.7837871218945	0	16947	Markers	Stim-60-L-test-281-blue--1-kongruent
69.3357822477823	0	17335	Markers	no-response
69.3357822477823	0	17335	Markers	Reaction: incorrect
69.3357822477823	0	17335	Markers	End-Trial-125.011
69.371782134723	0	17344	Markers	Trial Start: No.28-angle:60-right-right-kongruent-blue-FA:no
70.6837780143395	0	17672	Markers	Stim-60-R-test-192-blue--1-kongruent
71.4677755521592	0	17868	Markers	WiimoteButtonB pressed
71.4677755521592	0	17868	Markers	BUT-RIGHT-ButtonB-Press
71.5877751752948	0	17898	Markers	WiimoteButtonB released
71.6957748361169	0	17925	Markers	WiimoteButtonB pressed
71.6957748361169	0	17925	Markers	BUT-RIGHT-ButtonB-Press
71.803774496939	0	17952	Markers	WiimoteButtonB released
72.2357731402274	0	18060	Markers	Reaction: 0.784-right-blue-correct
72.2357731402274	0	18060	Markers	End-Trial-2.865
72.2717730271681	0	18069	Markers	Trial Start: No.29-angle:35-left-left-kongruent-yellow-FA:no
73.599768856536	0	18401	Markers	R-Stim-35-L-test-100-yellow--1-kongruent
73.9637677133808	0	18492	Markers	R-BUT-LEFT-ButtonB-Press
73.9637677133808	0	18492	Markers	WiimoteButtonB pressed
74.1277671983329	0	18533	Markers	WiimoteButtonB released
75.1517639824238	0	18789	Markers	Reaction: 0.364-left-yellow-correct
75.1517639824238	0	18789	Markers	R-End-Trial-2.882
75.1877638693645	0	18798	Markers	Trial Start: No.30-angle:40-left-left-kongruent-yellow-FA:no
76.6637592339331	0	19167	Markers	Stim-40-L-test-020-yellow--1-kongruent
77.0677579651565	0	19268	Markers	WiimoteButtonB pressed
77.0677579651565	0	19268	Markers	BUT-LEFT-ButtonB-Press
77.1997575506057	0	19301	Markers	WiimoteButtonB released
78.2157543598209	0	19555	Markers	Reaction: 0.402-left-yellow-correct
78.2157543598209	0	19555	Markers	End-Trial-3.031
